Nombre,Direccion,Longitud,Latitud
Consultorio de Medicia Interna Doctor Julio Luis Hang,"C. 51 38, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.533688,19.845078
CONSULTORIO DE ODONTOLOGÍA INTEGRAL DE CAMPECHE,"C. 10, Pablo García, 24080 San Francisco de Campeche, Camp.",-90.505105,19.849203
Consultorio de Orientacion Medica: Esperanza,"C. Mandarina entre Jimbal y Tamarindo, Flor de Limón, 24069 San Francisco de Campeche, Camp.",-90.524399,19.828871
Consultorio de Ortodoncia Dra. Anaiexin Maya Garcia,"Av Casa de Justicia #29-LOCAL 5, Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.530032,19.824581
CONSULTORIO DEL DR. LUIS FERNANDO MEDINA BLUM,"C. 10 5, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.522544,19.850613
Consultorio dental,"Av. Central 84, Barrio de Sta Ana, 24040 San Francisco de Campeche, Camp.",-90.535476,19.836667
Consultorio Dental,"3 de la C. 18, Lázaro Cárdenas, 24060 San Francisco de Campeche, Camp.",-90.523091,19.81513
Consultorio Dental Anedcali,"Av López Mateos 70, entre Pedro Moreno y Galeana, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.540142,19.837563
Consultorio dental Castillo C,"Av. Álvaro Obregón 245, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.507182,19.844703
Consultorio Dental Dr. Jose Francisco Reyes Mosqueda,"Avenida Lazaro Cárdenas, Plaza Las Flores, Entre Violetas Y Gardenias, Lomas de las Flores II, 24060 San Francisco de Campeche, Camp.",-90.523072,19.815109
Consultorio Dental Dra Erandy Silva,"Avenida Edzná 21, 24085 Campeche Camp., México, Kalá, 24085 San Francisco de Campeche, Camp.",-90.491423,19.852722
CONSULTORIO DENTAL Dra. Maria Luisa Cortez Esquivel,"Chihuahua, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.532327,19.841687
Consultorio Dental Dra. Patricia Uc Ríos,"Av. Concordia 267, Hacienda Santa María, 24080 San Francisco de Campeche, Camp.",-90.500906,19.834641
Consultorio dental keradent,"C. Plata entre grafito y calcita, Minas, 24026 San Francisco de Campeche, Camp.",-90.496219,19.862174
CONSULTORIO DENTAL MAY,"Av Gobernadores 361, entre CUBA Y HECELCHACANILLO, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.520909,19.842858
Consultorio dental NAH,"24050, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.519527,19.839457
Consultorio Dental Pereyra Enseñat,"Ciriaco Vázquez 85, Guadalupe, Barrio de Guadalupe, 24010 San Francisco de Campeche, Camp.",-90.531487,19.844679
Consultorio Dental Rejón,"Av Gobernadores 436, Barrio de Sta Ana, 24010 San Francisco de Campeche, Camp.",-90.525316,19.843363
Consultorio Dental Rejón (Huayita),"Avenida Gobernadores #92 Entre avenida aviación y, C. 116, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.507198,19.842326
Consultorio dental Shining smile,"Av. Concordia local 2, Hacienda Santa María, 24070 San Francisco de Campeche, Camp.",-90.501299,19.834857
Consultorio Dental Wong,"C. Paraguay 138, Santa Ana, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.526605,19.83723
CONSULTORIO MEDICO,"Juan de La Barrera, Miguel Hidalgo (Ampliación), Amp Miguel Hidalgo, 24094 San Francisco de Campeche, Camp.",-90.537998,19.81161
Consultorio medico,"C. 104 79, entre 106 y 108, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.514217,19.843926
"consultorio medico ""BELLAVISTA""","C. Abelardo Carrillo Zavala 45, Bellavista (Ampliación), Amp Bellavista, 24020 San Francisco de Campeche, Camp.",-90.511196,19.856146
Consultorio Medico CMC,"Calle 110 45, Bellavista, San Francisco de Campeche, Camp.",-90.511196,19.856146
Consultorio Médico,"C. 20, Kanisté, 24038 San Francisco de Campeche, Camp.",-90.554964,19.816721
Consultorio Médico,"Av. Francisco I. Madero 244-Interior 7, Barrio de Sta Ana, 24010 San Francisco de Campeche, Camp.",-90.519135,19.84401
Consultorio Médico,"C. Justo Sierra 2 A, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.54929,19.835555
"Consultorio Médico ,Ginecología y Obstetricia","Av. Lázaro Cárdenas Manzana 2-Número 5, Área Ah, 24097 San Francisco de Campeche, Camp.",-90.531908,19.850817
Consultorio médico Dr. Miguel Á. Sosa García,"C. Peru 211, entre casamata y leovigildo gomez, Polvorín (Ampliación), Polvorín, 24060 San Francisco de Campeche, Camp.",-90.525247,19.826604
Consultorio Médico Dra. Ariana Sauri,"C. Ciricote 2, Flor de Limón, 24069 San Francisco de Campeche, Camp.",-90.525596,19.83151
CONSULTORIO MÉDICO Dra. ESTHER CAUICH RODRIGUEZ HOMEÓPATIA Y MEDICINA GENERAL MAS DE 40 AÑOS EN CAMPECHE EGRESADA DEL IPN,"C. 110 35, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.512793,19.843838
Consultorio Médico MARVI,"C. Montecristo 14, Montecristo, 24040 San Francisco de Campeche, Camp.",-90.549918,19.834542
Consultorio Médico Renovando tu Salud-Medicina Interna,"C. 14 84, Guadalupe, Barrio de Guadalupe, 24010 San Francisco de Campeche, Camp.",-90.531378,19.845773
Consultorio Médico Sano Mx,"C. Costa Rica 120, entre Coahuila y Nuevo León, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.532729,19.837483
Consultorio Psicopedagogico,"C. 45 46, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.527559,19.846665
Consultorio Rodriguez,"Antigua Campeche-mérida, Hacienda San Antonio, 24087 San Francisco de Campeche, Camp.",-90.483242,19.851947
Consultorio Santa Mónica,"Av. Lázaro Cárdenas 61, Valle del Sol, 24090 San Francisco de Campeche, Camp.",-90.526843,19.827992
Consultorio Sta LUCIA,"Argentina Antes 43 135C, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.526107,19.839322
Consultorio traumatologia y ortopedia,"24000, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.533876,19.846095
Consultorio Veterinario,"Av. Concordia, Cd Concordia, 24085 San Francisco de Campeche, Camp.",-90.495732,19.832272
Consultorio Veterinario,"C. 108 76, San Joaquín, 24020 San Francisco de Campeche, Camp.",-90.512925,19.848213
Consultorio Veterinario Aaron Ake,"C. José Castellot 31, Cd Concordia, 24085 San Francisco de Campeche, Camp.",-90.490382,19.834594
Consultorio Veterinario Santiago,"Av Hidalgo 2-32, Aviación, 24070 San Francisco de Campeche, Camp.",-90.513077,19.84159
Consultorios,"C. 20 & C. Bravo, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.541558,19.835915
Consultorios de Medicina Especializada del Sector Privado,"C. 16 417, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.540693,19.839545
Consultorios dentales del Sector Privado,"Av República 140, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.532861,19.840594
Consultorios dentales del Sector Privado,"C. 57 1-Interior 1, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.536971,19.84529
Consultorios La Paz,"Av Tormenta, Las Flores, 24097 San Francisco de Campeche, Camp.",-90.530846,19.823833
Consultorios Médicos,"Avenida Agustín 9, Bosques de Campeche, 24030 San Francisco de Campeche, Camp.",-90.555708,19.829159
CONSULTORÍA APA,"#40 entre 12 y 14, C. Bravo, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.543799,19.839343
Consultoría Legal Integral C&F,"C. Prol. Av. del Deque 33, Jardines del Pedregal, 24035 San Francisco de Campeche, Camp.",-90.544396,19.827145
Consultoría y Servicios Integrales S. A. S. Campeche,"Esquina con, Calle Kikab, Calle Pocyaxum 27, Solidaridad Urbana, 24060 San Francisco de Campeche, Camp.",-90.522623,19.820361
"Consultoría, Servicios Empresariales y Organizacionales","3, 16, PLANTA ALTA, El Carmelo, 24075 San Francisco de Campeche, Camp.",-90.506612,19.838644
Consumibles y Servicios de Campeche,"Av. Francisco I. Madero 86, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.521434,19.850578
CONTRIBUMATICO SEAFI ( Servicio de Administración Fiscal del Estado de Campeche ),"Av. Antigua Kalá 443, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.495742,19.848712
Coodinación Estatal Oportunidades,"Av. 16 de Septiembre SN, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.539594,19.846817
Coordinación de Drenajes del Municipio de Campeche,"24010, C. 14 59B, Barrio de San Francisco, San Francisco de Campeche, Camp.",-90.526531,19.847705
Coordinación Escuelas De Tiempo Completo,"Av López Portillo 42, Samulá, 24090 San Francisco de Campeche, Camp.",-90.548959,19.826449
Coordinación Programa Escuelas de Tiempo Completo,"Av Tormenta 10, Las Flores, 24097 San Francisco de Campeche, Camp.",-90.530594,19.82372
COP ESTAFETA MEXICANA,"Petroleros Lote NO-6, 24070 San Francisco de Campeche, Camp.",-90.509207,19.810784
cope campeche,"Av. Cuauhtémoc, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.516001,19.843774
Coppel Calle 10,"C. 10 325, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.537558,19.844925
Coppel Canada Calle 53,"C. 53 17, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.53526,19.845843
Coppel Motos Campeche,"Av Gobernadores 437-437, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.525228,19.843036
Coppel San Rafael,"Av Patricio Trueba de Regil 306, entre Calle Vicente Guerrero y Calle 6, Amp San Rafael, 24090 San Francisco de Campeche, Camp.",-90.534322,19.825424
Coppel Selem,"Calle 12 7, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.536602,19.844547
Copy-Todo,"C. Ecuador, Polvorín, 24060 San Francisco de Campeche, Camp.",-90.523443,19.828025
CORAMINA,"Av López Portillo 275-Loc 8, Las Flores, 24097 San Francisco de Campeche, Camp.",-90.526336,19.814744
Corazón Contento,"C. Paraguay 136, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.526607,19.837463
Corporativo EMCAT,"Av. Concordia 20, Esperanza, 24080 San Francisco de Campeche, Camp.",-90.49762,19.831766
Corporativo Ges,"Av Adolfo Ruiz Cortinez 112, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.542923,19.84395
CORPORATIVO ORDOÑEZ,"FRENTE A CONSTRUOREZA, Siglo XXI 11C-LOCAL 9, Siglo XXI, 24073 San Francisco de Campeche, Camp.",-90.492965,19.813191
Corporativo Siga,"Narciso Mendoza 19, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.538872,19.833547
"Correos de México / Alfredo V. Bonfil, Camp.","7, Int. 1-B, Alfredo V. Bonfil, 24571 San Francisco de Campeche, Camp.",-90.520907,19.81865
"Correos de México / Campeche, Camp.","Av. 16 de Septiembre X 53 112-A X, Zona Centro, 24003 San Francisco de Campeche, Camp.",-90.536178,19.847818
"Correos de México / Santa Ana, Camp.","C. Coahuila 97, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.52596,19.839002
Cosas diversas,"Calle 12 108-C, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.533891,19.846108
"Costilleria ""Al Paso Si Hay""","Av López Portillo 42, Samulá, 24090 San Francisco de Campeche, Camp.",-90.549412,19.826411
COTAIPEC,"Avenida Heroe de Nacozari 220, Ampliacion 4 caminos, 24070 San Francisco de Campeche, Camp.",-90.511101,19.829688
CPS Campeche,"Av, Av. Maestros Campechanos 355-local 11, Multunchac, San Francisco de Campeche, Camp.",-90.529299,19.810922
CR Office,"Av. Heroe de Nacozari S/N, La Paz, 24050 San Francisco de Campeche, Camp.",-90.51583,19.839247
Crazy Boy's Moda Urbana,"C. 53 31, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.534749,19.844595
CREAART playeras,"Calle 8 num 73 a Entre 23 y 25 ,col, Pablo García, 24080 San Francisco de Campeche, Camp.",-90.506308,19.847491
Credicapital Campeche,"24000, C. 57 84, Zona Centro, San Francisco de Campeche, Camp.",-90.535406,19.841811
CREDIGANAS,"Av. Central 117-Loc 1, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.534766,19.835067
CREDIVIVE,"Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.541516,19.84129
CreN,"C. Prolong. Bravo 75, entre Flamboyanes y San Diego, Tepeyac, 24096 San Francisco de Campeche, Camp.",-90.535862,19.818184
Crispa,"Av. Francisco I. Madero 228, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.519244,19.844984
CRISSANTA CAFÉ,"Av López Portillo 292-6A, Zona Sin Asignación de Nombre, 24094 San Francisco de Campeche, Camp.",-90.53158,19.814397
Cristo negro,"C. 10 346, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.544303,19.841527
Cristy,"Chihuahua 8, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.533182,19.84125
Crossfit Iron Box,"Av Tormenta 10, Residencial, 24097 San Francisco de Campeche, Camp.",-90.530669,19.823903
Crossfit Punto 45,"C. 45 Chile, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.526812,19.839744
Crédito Familiar,"C. 53 58, entre 14 y 16, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.534182,19.843298
Crédito Si,"Av. República No. 5 privada del, Heroico Colegio Militar, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.533594,19.839949
CS,"24040, CENTRO, 24050 San Francisco de Campeche, Camp.",-90.508548,19.847455
CS Polarizados Campeche,"Colosio y Altillo 200A, Av. Central 200A, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.535091,19.831084
CuasiParroquia San Juan Diego,"24073 Campeche, San Francisco de Campeche, Siglo XXI, Vivah 1 Etapa, Vigésima Cuarta, CuasiParroquia San Juan Diego",-90.490659,19.801027
Cuidado Con El Perro,"Pedro Sainz de Baranda S / N-222, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.523211,19.856886
Cuidado Con el Perro Campeche,"C. 10 240, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.536116,19.845656
"Cukitime Miscelánea,Abarrotes & Más","C. 14, Barrio de la Ermita, 24020 San Francisco de Campeche, Camp.",-90.518131,19.848825
CUME Centro Universitario Metropolitano de Campeche,"Av. Central 117, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.534724,19.835009
D NORA GYM,"C. 5 Este 3, Cd Concordia, 24085 San Francisco de Campeche, Camp.",-90.489874,19.838275
D'Charito,"C. Querétaro 1A, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.534595,19.836355
Da Rika,"Av Casa de Justicia, 24099 San Francisco de Campeche, Camp.",-90.532823,19.823671
Dairy Queen Galerias Campeche,"Pedro Sainz de Baranda 139, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.522386,19.856822
DALTON,"Av República 136, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.532719,19.840581
Daniel,"Nevada 1, Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.53449,19.829596
David mecánico niko,"C. 4 1A, Samulá, 24094 San Francisco de Campeche, Camp.",-90.546734,19.812026
DAYTONA,"Av Luis Donaldo Colosio Murrieta 8-A, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.545382,19.832902
De La Resurrección,"Avenida Universidad, Bosques de Campeche, 24030 San Francisco de Campeche, Camp.",-90.554263,19.830873
Defensoría Pública,"C. Niebla 2, Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.533832,19.827864
Delegacion Estatal del ISSSTE,"Av. María Lavalle Urbina 28, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.528398,19.853729
DeliExpress,"Calle Oaxaca, Yucatán, Fidel Velázquez, 24023 San Francisco de Campeche, Camp.",-90.491324,19.868759
DENT TEC Sucursal Campeche,"C. Victoria 54, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.545215,19.834257
DENTAL CLINIC,"con, Calle altillo s/n, C. Galeana esquina, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.537637,19.832598
Dental Clinic,"C. 11 4, Bellavista (Ampliación), Amp Bellavista, 24020 San Francisco de Campeche, Camp.",-90.505216,19.855348
Dental Clinic KM,"C. 20 6, Kanisté, 24038 San Francisco de Campeche, Camp.",-90.55547,19.815083
Dental Glezco,"Av. Luis Donaldo Colosio Murrieta S/N entre Calle Ciruelos y Circuito Belén Local 7 altos, San Antonio, Belen de las Flores, 24050 Ciudad de México, Camp.",-90.532406,19.830313
Dental López Dentista,"Av Gobernadores 504, Barrio de Sta Ana, 24010 San Francisco de Campeche, Camp.",-90.52889,19.843429
Dental MM,"Av Patricio Trueba de Regil 456, Zona Sin Asignación de Nombre, 24095 San Francisco de Campeche, Camp.",-90.530278,19.819254
Dental Más – Sucursal Campeche,"Av Gobernadores 545, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.530002,19.843158
Dental Novelo,"Av. Lazaro Cardenas #23 Local 3 Fracc. Lomas de las flores. San Francisco de Campeche Campeche., Camp.",-90.524565,19.817166
Dental Pablo García,"Av Gobernadores 17, Esperanza, 24080 San Francisco de Campeche, Camp.",-90.503168,19.84323
Dental Prado,"Av López Mateos 380, Prado, 24030 San Francisco de Campeche, Camp.",-90.552549,19.832591
Dental Rivera,"C. Coahuila 147 A, entre Ecuador y Panama, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.522503,19.838381
dental san,"Vicente Guerrero 56, colo, Emiliano Zapata, 24020 San Francisco de Campeche, Camp.",-90.509307,19.853281
Dental Santisbon,"Av López Portillo 398, Lomas de las Flores II, 24097 San Francisco de Campeche, Camp.",-90.520119,19.814941
Dental Spa,"Ascencio 24040, entre calle 10 y calle 12, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.547108,19.839415
Dental Studio Campeche. Dentista en Campeche,"Plaza condesa Local 7, Av, Av. Maestros Campechanos, 24094 San Francisco de Campeche, Camp.",-90.52931,19.811393
Dental4All | Clínica Dental: Endodoncia y Ortodoncia en Campeche,"Calle 1, Tixmucuy 11, 24060 San Francisco de Campeche, Camp.",-90.518083,19.818903
"Dentalie, Odontología Integral","Becan 8, Unidad y Trabajo, 24088 San Francisco de Campeche, Camp.",-90.493213,19.852065
Dentalife Campeche,"Av López Mateos 189, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.538883,19.839045
Dentista,"Av. Jaina 1, Unidad y Trabajo, 24088 San Francisco de Campeche, Camp.",-90.493147,19.854841
DENTISTA - Grupo Médico Pablo García,"Avenida Jaina Num. Ext. 1, Manzana 12, entre andador Labna y andador Sayil, Unidad y Trabajo, 24088 San Francisco de Campeche, Camp.",-90.493158,19.854872
Dentista Dr. Francisco Reyes,"Frente a farmacia Guadalajara, Av José López Portillo 208 planta baja esquina con, Iturbide, Ignacio Zaragoza, 24098 San Francisco de Campeche, Camp.",-90.538207,19.81769
DENTISTA Dr. Ricardo Rosado,"Av. Central 194, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.535052,19.831376
Dentista Dra. Ana Ramírez,"Ignacio Ayala N6A, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.536565,19.838403
Dentista Odontología Familiar y Estética Campeche,"C 107 entre 106 y 108, Mártires de Río Blanco, 24024 San Francisco de Campeche, Camp.",-90.514276,19.849356
Dentista Yelitza Palma,"Puebla #17, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.535843,19.839577
Dents Medic,"Pedro Sainz de Baranda, Solidaridad Nacional, 24025 San Francisco de Campeche, Camp.",-90.512163,19.864287
Departamento cerca de hospitales,"24097 San Francisco de Campeche, Camp.",-90.53025,19.823179
Departamento de Preparatoria Abierta,"Av Casa de Justicia SN, 24090 San Francisco de Campeche, Camp.",-90.530713,19.824174
Departamentos Ah Kin Pech,"Manzana 2 Lote 8, Villas de Ah Kim Pech, 24028 San Francisco de Campeche, Camp.",-90.516366,19.86072
Departamentos Puertas De La Ria.,"Av. Francisco I. Madero 137, Barrio de la Ermita, 24020 San Francisco de Campeche, Camp.",-90.520244,19.849831
Deportes Faisal,"Azteca 3, Tomás Aznar, 24060 San Francisco de Campeche, Camp.",-90.523392,19.834086
Desarrollo Integral de la Familia,"Calle 10 No. 584, Centro Histórico, 24000 San Francisco de Campeche, Camp.",-90.55008,19.824366
despacho,"C. Nicaragua, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.530906,19.836232
Despacho Juridico JONATHAN CANCHE Y ASOCS,"24050, Chihuahua 2, Barrio de Sta Ana, San Francisco de Campeche, Camp.",-90.531929,19.842048
Despacho jurídico Mijangos y asociados,"Calle 12, Residencial Guadalupe 94B, Barrio de Guadalupe, 24010 Camp.",-90.531721,19.847198
Despacho Jurídico Molina y Asociados,"Av Luis Donaldo Colosio Murrieta & Calle Prolongacion Abasolo, San Arturo, 24035 San Francisco de Campeche, Camp.",-90.545972,19.832669
Detalles que Encantan,"C. 20 143, entre Victoria y abasolo, San Arturo, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.545517,19.831892
Devlyn Campeche Chedraui,"Av. Gobernadores 418 Loc 5,6 Y, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.524908,19.844197
Devlyn Coppel Blvd Patricio Trueba Campeche,"Av Patricio Trueba de Regil 306, Rinconada, Samulá, 24090 San Francisco de Campeche, Camp.",-90.534322,19.825424
Devlyn Galerías Campeche,"Pedro Sainz de Baranda 136-Loc 116, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.522744,19.857001
DHL bodega,"Av. Heroe de Nacozari, 24060 San Francisco de Campeche, Camp.",-90.50991,19.825306
DHL Express Service Point (CAMPECHE),"Av López Portillo 28-Locales 1 Y 2, Samulá, Kanisté, 24038 San Francisco de Campeche, Camp.",-90.551559,19.826307
DHL Express Service Point (GOBERNADORES),"Av Gobernadores 388, Pablo García y Montilla, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.522865,19.843285
DHL Express Service Point (PLAZA FUNDADORES),"Av. María Lavalle Urbina 13-Local 2, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.527527,19.85352
Dice estilo de vida,"Av. Cto. Baluartes 65-200 a, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.539254,19.841032
Diconsa campeche lerma,"C. 35 6, Tomás Aznar, 24060 San Francisco de Campeche, Camp.",-90.518083,19.835642
DICONSA TIENDA BIENESTAR HEROES DE NACOZARI,"24070, Héroe de Nacozari, 24070 San Francisco de Campeche, Camp.",-90.507508,19.829181
Didacti K,"C. Talamantes 9, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.540736,19.840995
"DIF - CENTRO COMUNITARIO ""VICENTE GUERRERO""","Final de La Prol. Montecristo, San Arturo, Vicente Guerrero, 24035 San Francisco de Campeche, Camp.",-90.54631,19.830314
DIMASUR Campeche (Distribuidor de Maquinaria del Sur),"Av. Heroe de Nacozari 258, Col. Sector las flores, 24097 San Francisco de Campeche, Camp.",-90.509473,19.823208
Dimoelectro,"24085, C. Octava 23, Siglo XXI, San Francisco de Campeche, Camp.",-90.494327,19.810947
Dipral - Productos de limpieza,"C. 105-E 12, Huanal, 24070 San Francisco de Campeche, Camp.",-90.51304,19.840516
Direccion de Emprendimiendo del H. Ayuntamiento,"Argentina Antes 43, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.525981,19.839744
Direccion de Emprendimiento,"Nevada 17, Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.533647,19.829762
DIRECCIÓN DE CONTROL NOTARIAL,"Calle 12 164, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.538024,19.844287
DIRECCIÓN DE DEPORTES,"C. Granizo 102, Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.528471,19.826156
Dirección de los Talleres Gráficos del Estado,"C. Niebla 2, Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.533925,19.827968
Dirección de Obras Publicas y Desarrollo Urbano del H. Ayuntamiento de Campeche.,"C. 53, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.536506,19.84827
Dirección de Planeación y Proyectos de Inversión Pública Productiva,"Av López Portillo 228, Sascalum, 24094 San Francisco de Campeche, Camp.",-90.537353,19.8166
Dirección del Registro del Estado Civil en Campeche,"Av. Maestros Campechanos N° 568 Sector, Multunchac, 24096 San Francisco de Campeche, Camp.",-90.528604,19.806363
DISPASA,"Av. Maestros Campechanos, Multunchac, 24500 San Francisco de Campeche, Camp.",-90.528976,19.807821
Distribuidor Autorizado telcel,"Av Cto Baluartes 598-B, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.532224,19.842738
Distribuidor STIHL autorizado,"Av Gobernadores #383, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.522229,19.842908
Distribuidora de Suministros,"Avenida Patricio Trueba de Regil 508, San Rafael, 24090 San Francisco de Campeche, Camp.",-90.533017,19.8234
Distribuidora Eléctrica del Sureste,"Av. María Lavalle Urbina 12-Depto D, entre Av. Joaquín Clausell y Ricardo Castillo Oliver, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.529153,19.853366
Distribuidora EMJO Campeche,"Av Gobernadores 383, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.522231,19.842913
DISTRIBUIDORA MATOZ,"C. Jalisco 13 A, entre av. Colosio y Ecuador, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.522657,19.836664
Distribuidora y Servicios Sahui,"Av. Lázaro Cárdenas 99-Loc 3, Plaza Palmetos, 24060 San Francisco de Campeche, Camp.",-90.526556,19.825435
Distrito 002 Sagarpa Campeche,"Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.541567,19.838775
Doctor Cristian Álvarez Especialista en Familia a Domicilio,"C. Narciso Manzana 63 Lote 6, Jardines, 24060 San Francisco de Campeche, Camp.",-90.518397,19.826932
DOCTOR DIAGNOSTICO GOBERNADORES,"Av Gobernadores 391A, entre Venezuela y Ecuador, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.523036,19.842929
DOCTOR DIAGNÓSTICO,"Av López Mateos 211-Loc 2, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.546052,19.833876
Doctor Enseñat Rodríguez Andres C.d.,"Ciriaco Vázquez 85, Barrio de Guadalupe, 24010 San Francisco de Campeche, Camp.",-90.53138,19.844922
Doctor José Manuel Pech Ramírez,"C. 49 24, Barrio de Guadalupe, 24000 San Francisco de Campeche, Camp.",-90.530933,19.845471
Doctor Raúl Quintero Soriano,"Av. Central 65, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.535081,19.837899
Domino's Campeche Villa Del Río,"Av. Francisco I. Madero 1, Villa del Río, Barrio de Sta Ana, 24010 San Francisco de Campeche, Camp.",-90.518998,19.845378
Domino's Fracciorama Campeche,"Av Patricio Trueba de Regil S/N, Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.534678,19.829947
Domitila Cevallos,"Guadalupe Victoria, Miguel Hidalgo (Ampliación), Miguel Hidalgo, 24094 San Francisco de Campeche, Camp.",-90.534991,19.813471
Domo de Lerma,"C. 20, Lerma Centro, 24500 Lerma, Camp.",-90.601314,19.806446
DON NACHO,"C. Victoria, Burócratas Pensiones, 24035 San Francisco de Campeche, Camp.",-90.545638,19.834739
Doña Emma,"Av Patricio Trueba de Regil 274-A, Tepeyac, 24096 San Francisco de Campeche, Camp.",-90.532792,19.82304
