Nombre,Direccion,Longitud,Latitud
PASAJE 7,"Ciriaco Vázquez 102-L 7, Barrio de Guadalupe, 24000 San Francisco de Campeche, Camp.",-90.532263,19.843932
Pasaje Fidel Velazquez,"Av. Solidaridad Nacional, Fidel Velázquez, 24023 San Francisco de Campeche, Camp.",-90.493507,19.871458
Pasaje San Román,"Avenida Justo Sierra sin numero, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.54374,19.842477
Paseo de los Héroes,"24040, C. 10-B 401, Barrio de San Román, San Francisco de Campeche, Camp.",-90.543771,19.841945
PASTELERÍA LA FRANCIA,"Av. Central 138, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.535032,19.833831
Pastelería Panne’s,"Enfrente de la gasolinera Amigas Despachadoras, Av. Concordia, Invasión Esperanza, 24085 San Francisco de Campeche, Camp.",-90.497897,19.832289
PASTELERÍA SAN FRANCISCO,"Av Gobernadores 316, Barrio de Sta Ana, 24010 San Francisco de Campeche, Camp.",-90.519489,19.84309
Pastelería San Francisco Sucursal Campeche,"Av. Concordia, Invasión Esperanza, 24070 San Francisco de Campeche, Camp.",-90.497723,19.831923
Pastelería y Panadería Mi Bonita,"24085, Cd Concordia, 24085 San Francisco de Campeche, Camp.",-90.496117,19.837921
Patio De Maniobras De Seduopi,"24062 San Francisco de Campeche, Camp.",-90.505958,19.8018
Patrimonio Hoy,"24024, C. 103 30, Mártires de Río Blanco, San Francisco de Campeche, Camp.",-90.514415,19.848371
Patroni's Bar,"C. 59, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.538056,19.845278
Peluquería Aguilar,"24080, C. 21 56, Revolución, 24080 San Francisco de Campeche, Camp.",-90.50279,19.849857
Peluquería Cruz,"entre, Avenida Aviación, Calle 116, Av. Álvaro Obregón y, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.506698,19.844303
PELUQUERÍA UNISEX D'Fanny,"C. Nicaragua entre Tamaulipas y chihuahua, Barrio de Sta Ana, 24060 San Francisco de Campeche, Camp.",-90.531889,19.841651
Pemex,"Av Patricio Trueba de Regil, Sascalum, 24095 San Francisco de Campeche, Camp.",-90.533161,19.823257
Pemex,"Av Gobernadores Num 534, Barrio de Sta Ana, 24010 San Francisco de Campeche, Camp.",-90.530506,19.843423
Pemex,"Av Luis Donaldo Colosio Murrieta # 28, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.519231,19.837973
Pemex,"Av López Portillo 508, Sascalum, 24095 San Francisco de Campeche, Camp.",-90.52985,19.814013
PEMEX,"Av Gobernadores 343, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.520061,19.842698
PEMEX,"La Quinta, Lotificación la Quinta, 24040 San Francisco de Campeche, Camp.",-90.53879,19.830904
Pemex,"Baluarte Sn Juan y Calle 16, 24000 San Francisco de Campeche, Camp.",-90.538603,19.840304
Pemex,"Av López Mateos # 191, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.545658,19.834055
Pemex,"24098, Av López Portillo 173, Ignacio Zaragoza, San Francisco de Campeche, Camp.",-90.538162,19.818246
Pemex,"Av Aviación 138, Huanal, 24070 San Francisco de Campeche, Camp.",-90.510516,19.835124
PEMEX,"Av. Concordia 1989, Col México, 24070 San Francisco de Campeche, Camp.",-90.498155,19.832193
Pemex,"Calle 18 Carrt. a Merida S/N, 24020 Camp.",-90.49851,19.846127
Península Gourmet,"Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.529334,19.831113
Perfect Compu,"avenida aviación 160, entre calle 105 y avenida aviación, Aviación, 24070 San Francisco de Campeche, Camp.",-90.508577,19.837754
Pescadería El Ángel,"Av. Central 27, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.53464,19.833735
"Pescadería “El Delfín""","C. Paraguay 134, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.526518,19.838021
Pezcaito Express,"Avenida Patricio Trueba y Regil s/n, Tepeyac, 24096 San Francisco de Campeche, Camp.",-90.530861,19.820228
Pharma Skin,"C. 55 N 14, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.536003,19.844692
PIBIPOLLO CAMPECHE,"C. 108 82, entre 14 y niños héroes, Santa Lucia, Barrio de Sta Lucía, 24000 San Francisco de Campeche, Camp.",-90.512962,19.848398
Picoteo,"Cda. 18 de Marzo 785, 24095 San Francisco de Campeche, Camp.",-90.527705,19.800853
PIMPON NUTRITION & GYM,"Av López Portillo 19, Vicente Guerrero, 24035 San Francisco de Campeche, Camp.",-90.550036,19.826759
Pinche Pollo Campeche,"Av López Mateos 426 Col, Bosques de Campeche, 24030 San Francisco de Campeche, Camp.",-90.55614,19.832728
Pinche Pollo Plan Chac,"andador Sayil y andador Labná, Av. Jaina, 24088 San Francisco de Campeche, Camp.",-90.493024,19.854616
Pininos Mi Primer Colegio,"C. 16 258 A, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.545593,19.836458
Pintumex Campeche CEDIS Barrio de Santa Ana (Punto de venta oficial),"Av República 9, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.527281,19.83927
Pinturas Berel Calesa,"Av López Portillo Local 4, Plaza Calesa, San Antonio (Ampliación), San Antonio, 24099 San Francisco de Campeche, Camp.",-90.542687,19.82335
Pinturas Berel La Peña,"Av. Cto. Constitución 19b, Peña, 24089 San Francisco de Campeche, Camp.",-90.498247,19.846828
Pinturas Berel Santa Ana,"Av República 13, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.527401,19.83935
Pinturas Berel Suc. Av. López Mateos,"Av López Mateos 72, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.540211,19.837528
Pinturas Berel Trueba,"Av Patricio Trueba de Regil 95, San Rafael, 24090 San Francisco de Campeche, Camp.",-90.534931,19.827266
Pinturas Comex,"Calle 12 125, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.533584,19.846104
Pinturas Osel Colosio Campeche,"Av Luis Donaldo Colosio Murrieta Local 1, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.529255,19.831156
Pirelli,"Av López Mateos 27, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.53867,19.83868
Pizza Hut Kanisté,"Av López Portillo Local 2, Samulá, Kanisté, 24090 San Francisco de Campeche, Camp.",-90.552358,19.826382
Planta Marganzo Seafood,"Letra ""A"" Poligono 2, Parque Industrial Bicentenario, 53489 Camp.",-90.509197,19.810195
Plastiqueria La Feria,"Av Luis Donaldo Colosio Murrieta 124, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.542378,19.832227
Playa Bonita,"040020001140, 24500 Lerma, Camp.",-90.621749,19.793624
Plaza 2022,"Av Luis Donaldo Colosio Murrieta 1362, De San José, 24040 San Francisco de Campeche, Camp.",-90.542384,19.832545
Plaza 21,"Siglo XXI, 24073 San Francisco de Campeche, Camp.",-90.492964,19.813186
Plaza 4 de Octubre,"Plaza de las tres culturas, Pedro Sainz de Baranda, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.527142,19.856265
Plaza Alcalá,"Av. 16 de Septiembre 120, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.538184,19.84708
Plaza Balance,"Av Tormenta, Las Flores, 24097 San Francisco de Campeche, Camp.",-90.530846,19.823833
Plaza BBG tienda mayorista,"C. 53 66-68, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.533841,19.842914
Plaza Calesa,"Av López Portillo 107, San Antonio (Ampliación), Amp San Antonio, 24099 San Francisco de Campeche, Camp.",-90.54266,19.823207
Plaza Capitán Francisco de Montejo,"C. 10 88, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.523847,19.850864
Plaza Central,"Av. Central 41, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.535717,19.83845
Plaza Colosio,"Av Luis Donaldo Colosio Murrieta 70, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.522575,19.83589
Plaza Condesa,"Ave, Av. Maestros Campechanos, San Francisco de Campeche, Camp.",-90.529292,19.811372
Plaza de la Independencia,"Centro Histórico, 24000 San Francisco de Campeche, Camp.",-90.537011,19.845919
Plaza del Mar,"Av Adolfo Ruiz Cortinez 24, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.537447,19.849017
Plaza del Mar,"Av Adolfo Ruiz Cortinez 17a, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.537167,19.849199
Plaza del Patrimonio Mundial,"Calle 8, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.53621,19.847024
Plaza Galerías,"Pedro Sainz de Baranda 142, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.52332,19.856621
Plaza Girasol,"Lorenzo Alfaro Alomia 1, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.525784,19.853237
Plaza Juan Carbo,"Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.536552,19.846737
Plaza Kaniste,"Av López Portillo 28, Samulá, Kanisté, 24038 San Francisco de Campeche, Camp.",-90.551809,19.826292
Plaza Libertad Expresion,"C. 49 B, Barrio de Guadalupe, 24010 San Francisco de Campeche, Camp.",-90.53278,19.844727
Plaza Martel,"Joaquín Clausell 32, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.530416,19.851933
Plaza Mártires Del Río Blanco,"C. 107, Mártires de Río Blanco, 24020 San Francisco de Campeche, Camp.",-90.513747,19.849312
Plaza Paseo 320,"Av. Justo Sierra Méndez 381, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.543117,19.84274
Plaza Quinta Real,"Av Patricio Trueba de Regil 189 A, Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.534543,19.827259
Plaza San Arturo,"Prolongación Allende 85, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.540115,19.830961
PLAZA SAN JUAN CAMPECHE,"Plaza San Juan, Ave. Gobernadores 587 int L entre Chihuahua Calle Nicaragua y, Av Gobernadores 587-Loc J, entre C. chihuahua y C. Nicaragua, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.531599,19.842944
Plaza San Pedro,"Calle 49 B Ciriaco Vazquez Guadalupe, 24010 San Francisco de Campeche, Camp.",-90.532175,19.843923
Plaza Universidad,"Villas Universidad, San Francisco de Campeche, Camp.",-90.553114,19.826963
Plaza Universidad Campeche,"24030, De Bosque, 24030 San Francisco de Campeche, Camp.",-90.553613,19.827238
PLAZA X-CARET lavandería lava express,"Av Adolfo Ruiz Cortinez 1, Guadalupe, 24010 San Francisco de Campeche, Camp.",-90.53288,19.848868
"Plaza Xxl ,local 1","Siglo XXI 23, Vivah 1 Etapa, Siglo XXI, 24073 San Francisco de Campeche, Camp.",-90.489055,19.801576
Plazuela San Francisco,"C. 10, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.524069,19.850999
Poder Ejecutivo del Estado de Campeche,"Calle 8, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.539688,19.845339
Poder Judicial del Estado de Campeche,"Av Patricio Trueba de Regil 236, San Rafael, 24090 San Francisco de Campeche, Camp.",-90.532638,19.824242
Pollería Hermanos España,"C. Coahuila 24, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.532227,19.838515
Polvorín,"24060 San Francisco de Campeche, Camp.",-90.522571,19.826757
Polvorín (Ampliación),"Amp Polvorín, 24060 San Francisco de Campeche, Camp.",-90.51958,19.824272
Portales de San Francisco,"Gómez Farias, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.523933,19.850914
Portillos,"24095, Sascalum, 24095 San Francisco de Campeche, Camp.",-90.530709,19.814423
Porto Blanco Campeche,"C. 10 248, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.537553,19.84528
Pozol - La Crema del Maíz,"C. Girasol 15, Amp Polvorín, 24060 San Francisco de Campeche, Camp.",-90.515204,19.825053
Praga Estética y Bienestar,"Calle 49-B Plaza san Pedro, segunda planta, el último local # 7, Guadalupe, Barrio de Guadalupe, 24010 San Francisco de Campeche, Camp.",-90.532126,19.84399
Pralnia Lavendera,"C. 57, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.535519,19.842449
"PREFABRICADOS ALESA, S.A. DE C.V.","CARRETERA CHINÁ-POCYAXUM KM 2.6, 24520 San Francisco de Campeche, Camp.",-90.482219,19.769756
Preparatoria Abierta Campeche,"C. 10-B 397, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.543504,19.841719
Preparatoria Antonio Canto,"C. Coahuila 16, entre Brazil y Nicaragua A lado del kinder, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.529066,19.838921
Preparatoria Ermilo Sandoval Campos,"Avenida Universidad, Buenavista, 24039 San Francisco de Campeche, Camp.",-90.556091,19.828148
Preparatoria Fernando Angli Lara,"Priv. Patricio Trueba S/N, Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.531545,19.82556
Preparatoria Profr. Septimio Pérez Palacios,"C. Prol. Av. del Deque 23, San Arturo, Vicente Guerrero, 24035 San Francisco de Campeche, Camp.",-90.542235,19.829158
Preparatoria Profr. Septimio Pérez Palacios,"C. 67 31, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.539886,19.841262
PREPARATORIA SALVADOR VELEZ LOPEZ,"Av. Álvaro Obregón S/N, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.517693,19.848154
Prestadora de Servicios Ges,"Av Adolfo Ruiz Cortinez 112, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.543018,19.844032
Prestadora de servicios profesionales TIXBULUL,"Jimbal LB, Polvorín, 24060 San Francisco de Campeche, Camp.",-90.523927,19.828969
Prevo,"Av Juan de la Barrera, Héroes de Chapultepec, 24030 San Francisco de Campeche, Camp.",-90.560163,19.827572
"Primaria ""Año Internacional del Niño""","Tulipanes 12, Jardines, 24060 San Francisco de Campeche, Camp.",-90.517641,19.831844
Primaria Ana Maria Rios,"Heroico Colegio Militar 2, Campeche I, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.533244,19.839602
Primaria Conquista Obrera,"Orquídea 16, Las Flores, 24097 San Francisco de Campeche, Camp.",-90.52761,19.820762
Primaria Eulogio Perera,"C. 19, Samulá, 24090 San Francisco de Campeche, Camp.",-90.548459,19.817024
Primaria Héroe de Nacozari,"Unnamed Road, Héroe de Nacozari, 24070 San Francisco de Campeche, Camp.",-90.510218,19.833987
Primaria Ignacio Zaragoza,"C. 12, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.550085,19.836553
Primaria Lic.Manuel Gual Vidal,"20 de Noviembre 40, Esperanza, 24080 San Francisco de Campeche, Camp.",-90.501172,19.842888
Primaria Margarita de Gortari de Salinas,"Belem Nte. 1992, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.532331,19.833807
PRIMARIA PLAN DE AYUTLA,"24060, C. Ecuador 179, Polvorín, San Francisco de Campeche, Camp.",-90.52333,19.82904
PRIMARIA SEPTIMO PEREZ PALACIOS,"Nopal, Invasión Esperanza, 24080 San Francisco de Campeche, Camp.",-90.496727,19.834122
PRINT SERVICE,"C. 12 2, entre 9 y 11b, Edzná, Samulá, 24090 San Francisco de Campeche, Camp.",-90.548694,19.821577
Procuraduría Federal del Consumidor Profeco,"Av. 16 de Septiembre SN, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.536205,19.848035
Procuraduría General de la República P.G.R. de Campeche,"Av Patricio Trueba de Regil SN, San Rafael, 24090 San Francisco de Campeche, Camp.",-90.532457,19.822409
PRODECON Campeche,"edificio Palacio Federal, Av. 16 de Septiembre Piso 3, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.535961,19.848222
Productos de Limpieza Consorcio Justo a Tiempo,"C. Montecristo 9, entre 12 y 14, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.550048,19.835684
PRODUCTOS PARA VERSE Y SENTIRSE BIEN MH MEGAHEALTH,"And. Las Palmas 67, Foviste Belén, Quinta Belem I y II, 24050 San Francisco de Campeche, Camp.",-90.530998,19.831808
Profuturo Campeche,"Av. María Lavalle Urbina 13-Loc 201, Área Ah, 24014 San Francisco de Campeche, Camp.",-90.527262,19.853664
"PROMAC Campeche: distribuidora ECOM, MOTUL, NST","Calle Ingeniería No 7, Samulá, 24090 San Francisco de Campeche, Camp.",-90.548866,19.826061
Promedent's,"Burócratas Pensiones, 24035 San Francisco de Campeche, Camp.",-90.546935,19.835342
Promotoría Campeche AB-MetLife,"Guayacan Lt. 1, Bosques de Campeche, 24030 San Francisco de Campeche, Camp.",-90.556392,19.830825
Proveedor de Bienes y Servicios,"C. 55 14, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.536067,19.844572
Provident,"C. 10 326, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.543823,19.842316
Proyecto Ficciones 2019,"C. 3, Zona Sin Asignación de Nombre, 24095 San Francisco de Campeche, Camp.",-90.535756,19.809746
Proyectos Campeche,"Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.531884,19.82653
Prueba,"Lotificación San Juan I y II, 24520 San Francisco de Campeche, Camp.",-90.534909,19.830125
Préstamos Avance,"Av Gobernadores 443, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.525192,19.842992
Puente de los Perros,"Av República 24000, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.533541,19.840892
Puerta de Mar,"Calle 8, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.538456,19.845805
Puerta de Tierra,"Av Cto Baluartes, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.536036,19.841393
Puerto Kabana Restaurante de Mariscos,"C. 51 511, Área Ah, 24000 San Francisco de Campeche, Camp.",-90.536204,19.849755
Puerto Peñasco Restaurante,"C. 10 67, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.521317,19.850269
Punta Del Cielo,"Calle 10, Malecón de Campeche 420-A, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.549404,19.838282
PUNTO 99 MINUTOS,"Jerusalén, Leovigildo Gómez, 24060 San Francisco de Campeche, Camp.",-90.515203,19.821427
Punto de Oro Café,"Av. Lázaro Cárdenas 1, Lomas de las Flores, 24060 San Francisco de Campeche, Camp.",-90.523102,19.814941
PUNTO EMPRENDEDORAS,"C. 53, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.535789,19.846571
Punto Verde,"Av López Portillo 228, Miguel Hidalgo, 24094 San Francisco de Campeche, Camp.",-90.537291,19.816496
Punto Verde Campeche,"C. 16 303, entre Calle 59, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.537033,19.841818
Punto Yastás,"C. Décima MZ41 LT39, Siglo XXI, 24073 San Francisco de Campeche, Camp.",-90.493293,19.809649
Punto Yastás en Abarrotes El Milagro,"Guatemala 32 6, Los Laureles, 24096 San Francisco de Campeche, Camp.",-90.53203,19.812765
Punto óptico,"Av. Luis Donaldo Colosio Plaza Attimo, 24050 San Francisco de Campeche, Camp.",-90.529364,19.831115
PuroSecondHand STORE,"C. 16 353, Zona Centro, 24000 San Francisco de Campeche, Camp.",-90.538839,19.841043
Qatar Hospedaje,"C. Peru 153, entre Av. Colosio y Avenida Lázaro Cárdenas, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.525398,19.833902
Quadra,"Calle Tercera 104 14, Mártires de Río Blanco, 24024 San Francisco de Campeche, Camp.",-90.514666,19.850248
Quality Post Campeche,"I y II, Pablo García 31-Local 1, Sta Bárbara I y II, 24070 San Francisco de Campeche, Camp.",-90.504368,19.840989
Quarta Marchia Servicio Automotriz,"Av Ruiz Cortinez #1, Área, Área Ah, 24000 San Francisco de Campeche, Camp.",-90.534793,19.849364
QUICKWASH LAVANDERIA,"Av Luis Donaldo Colosio Murrieta, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.547156,19.832958
QUINTA REAL PLAZA,"Av Patricio Trueba de Regil 189, Fracciorama 2000, 24090 San Francisco de Campeche, Camp.",-90.534501,19.827286
Quinta Santa Teresita,"Av. Fidel Velázquez 190, Fidel Velázquez, 24023 San Francisco de Campeche, Camp.",-90.489036,19.865431
RADIAL LLANTAS Campeche,"Av. Cto. Baluartes 5, Zona Centro, 24040 San Francisco de Campeche, Camp.",-90.53892,19.840563
RB/ABOGADOS SUCURSAL CAMPECHE,"Calle Bahamas 26 Manzana I, Lote 13, Fraccionamiento la riviera, 24095 San Francisco de Campeche, Camp.",-90.535125,19.802816
Rebel Gym,"24010, Guadalupe, 24010 San Francisco de Campeche, Camp.",-90.533561,19.848135
Recaudamovil Municipal,"Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.534893,19.836888
Redes Spectrum,"Av López Portillo No. 294-Loc F, Sascalum, 24090 San Francisco de Campeche, Camp.",-90.530343,19.814363
Redpack,"C. Talamantes 7, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.540593,19.841007
Refaccionaria /Taller PC MOTORS.,"Avenida Agustín Melgar 51, Cruzamiento de la calle 12, Samulá, 24090 San Francisco de Campeche, Camp.",-90.550816,19.825469
Refaccionaria Ancona Autopartes Av. Trueba - Campeche,"Av Patricio Trueba de Regil 297, Las Flores, 24090 San Francisco de Campeche, Camp.",-90.529983,19.819431
Refaccionaria Ancona Autopartes Gobernadores - Campeche,"Av Gobernadores 29, Esperanza, 24080 San Francisco de Campeche, Camp.",-90.503832,19.842729
REFACCIONARIA APYMSA,"Av Gobernadores 181, Aviación, 24070 San Francisco de Campeche, Camp.",-90.510706,19.842049
refaccionaria automotriz ANAHI,"Av Luis Donaldo Colosio Murrieta 2, entre Peru y, Segunda Priv. de Ecuador, Santa Ana, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.519907,19.837477
REFACCIONARIA AUTOMOTRIZ LALOS,"Miguel Hidalgo 51, Aviación, 24070 San Francisco de Campeche, Camp.",-90.512244,19.840735
REFACCIONARIA AUTOMOTRIZ LEON,"Av López Portillo S/N, Miguel Hidalgo (Ampliación), Miguel Hidalgo, 24094 San Francisco de Campeche, Camp.",-90.534696,19.814635
"REFACCIONARIA AUTOMOTRIZ LEON ""AV. COLOSIO""","Av Luis Donaldo Colosio Murrieta 154 B, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.543295,19.832769
REFACCIONARIA AUTOMOTRIZ LOS MOO`S,"Vigésima Primera entre VIGESIMA Y VIGESIMA CUARTA, Vivah 1 Etapa, Siglo XXI, 24085 San Francisco de Campeche, Camp.",-90.491013,19.802994
Refaccionaria AutoZone,"Av Patricio Trueba de Regil 310-A, Amp San Rafael, 24096 San Francisco de Campeche, Camp.",-90.533692,19.82434
Refaccionaria AutoZone,"Av Gobernadores 296, Villa del Río, Barrio de Sta Ana, 24020 San Francisco de Campeche, Camp.",-90.51814,19.843169
Refaccionaria barrientos,"C. Ciricote 4, Flor de Limón, 24069 San Francisco de Campeche, Camp.",-90.524215,19.831708
Refaccionaria Campeche,"24010, Av. Francisco I. Madero 258A, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.519137,19.843689
REFACCIONARIA CLUTCH FRENOS DZUL,"C. 20 37-B, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.538404,19.83817
REFACCIONARIA DIESEL EL INGENIERO,"Av Patricio Trueba de Regil, San Rafael, 24090 San Francisco de Campeche, Camp.",-90.531901,19.821663
REFACCIONARIA DREASUR,"C. Veracruz 109a, entre panama y ecuador, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.52174,19.839976
Refaccionaria Durán,"24040, Samulá, 24090 San Francisco de Campeche, Camp.",-90.549751,19.826446
Refaccionaria El Yuca,"Punta Maxtun, Solidaridad Urbana, 24096 San Francisco de Campeche, Camp.",-90.521594,19.823383
REFACCIONARIA ESTRADA,"Av. Jaina 17, Unidad y Trabajo, 24088 San Francisco de Campeche, Camp.",-90.494127,19.852188
Refaccionaria Italika Campeche,"Av. Álvaro Obregón 242, Esperanza, 24080 San Francisco de Campeche, Camp.",-90.500592,19.845074
Refaccionaria La Avenida suc. Campeche 04,"Av López Mateos 211, entre Prol Abasolo y Victoria, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.546287,19.83366
Refaccionaria Mirsa 2,"Av Luis Donaldo Colosio Murrieta Numero 18-interior 2, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.519095,19.838049
Refaccionaria motohaus,"Av. Antigua Kalá 95 col, Unidad y Trabajo, 24088 San Francisco de Campeche, Camp.",-90.494624,19.850844
Refaccionaria MUNDO,"Av. Álvaro Obregón 293, Pablo García, 24080 San Francisco de Campeche, Camp.",-90.501959,19.844455
REFACCIONARIA PARTESYMAX,"Adolfo, Av López Mateos 144, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.542826,19.83604
REFACCIONARIA SAN PEDRO,"Brasil 75, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.527943,19.842656
Refaccionaria San Roman Sa de Cv,"24040, C. Talamantes 1, Barrio de San Román, San Francisco de Campeche, Camp.",-90.539157,19.840532
REFACCIONARIA SANTIAGO,"Av Gobernadores 306 D, Barrio de San Francisco, 24010 San Francisco de Campeche, Camp.",-90.519072,19.843233
Refaccionaria Vargas (DMR),"Guadalupe Victoria 6, Amp Miguel Hidalgo, 24094 San Francisco de Campeche, Camp.",-90.534032,19.814559
Refaccionaria Vela,"C. Coahuila 178, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.520503,19.838176
Refaccionaria Xuffi,"Carr. Campeche-Lerma s/n, 24500 San Francisco de Campeche, Camp.",-90.57653,19.821981
"REFACCIONARIA Y TALLER DE MOTOS Y BICIS ""LEON""","Av Gobernadores, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.513965,19.842569
REFACCIONARIA Y TALLER DE SERVICIO PEPE'S,"Avenida Cuauhtémoc 23, Av. Álvaro Obregón 128, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.515466,19.845429
REFACCIONARIA Y TALLER ELECTROMECÁNICO AUTOMOTRIZ GUTIÉRREZ,"Av Luis Donaldo Colosio Murrieta, Barrio de San José, 24049 San Francisco de Campeche, Camp.",-90.536786,19.830524
Refaccionaria yasha,"Av Luis Donaldo Colosio Murrieta 4, San Rafael, 24040 San Francisco de Campeche, Camp.",-90.535331,19.830226
Refaccionarias Monterrey Campeche,"Av Gobernadores, Barrio de Sta Lucía, 24020 San Francisco de Campeche, Camp.",-90.50341,19.843172
Refaccionarias Monterrey Campeche Tepeyac,"Av Patricio Trueba de Regil 408, Tepeyac, 24096 San Francisco de Campeche, Camp.",-90.531222,19.820635
REFACCIONARÍA BAHIA DE CAMPECHE,"Av Hidalgo 126, Huanal, 24070 San Francisco de Campeche, Camp.",-90.510369,19.83829
Refaccionaría Barbosa,"C. 12 s/n, entre C-25 y C-27, Samulá, 24090 San Francisco de Campeche, Camp.",-90.550844,19.813851
Refaccionaría ciclosur campeche,"Av Gobernadores, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.526529,19.843118
Refaccionaría El Pedal,"Tamaulipas 40A, Barrio de Sta Ana, 24050 San Francisco de Campeche, Camp.",-90.530447,19.841736
Refaccionaría y Servicio Automotriz Herrera,"Av López Mateos 227, Barrio de San José, 24040 San Francisco de Campeche, Camp.",-90.546537,19.833612
Refaccionaría y taller de motos cucho,"C. 8, Bellavista (Ampliación), Vivah, 24026 San Francisco de Campeche, Camp.",-90.50923,19.858159
REFACCIONES AUTOMOTRICES LUGO,"Av López Mateos 183, Barrio de San Román, 24040 San Francisco de Campeche, Camp.",-90.544887,19.834531
